"" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"AT1G04140" 68.8317753302053 -0.343491481127287 0.4027311716216 -0.852905127120446 0.393711918216818 0.999996701745193
"AT1G04160" 9.26592656110332 -0.803131999674786 0.850121120619687 -0.944726557422019 0.344798494984187 0.999996701745193
"AT1G04170" 92.8490006559325 0.330785167915747 0.350540348769845 0.943643632114177 0.345351787693042 0.999996701745193
"AT1G04190" 25.1885315435566 0.35976187722265 0.538810868035126 0.66769602947058 0.504327645024449 0.999996701745193
"AT1G04200" 20.3051757142548 -0.810706721847369 0.600680260379417 -1.34964768333704 0.177129021189768 0.999996701745193
"AT1G04210" 36.6366844068153 0.293274198804462 0.493335302746869 0.594472354140326 0.552196227626047 0.999996701745193
"AT1G04220" 26.2491331479073 -0.515325570364849 0.540306441144867 -0.95376536558201 0.340202424536752 0.999996701745193
"AT1G04230" 10.4562219021794 -0.371510309401272 0.823200984833931 -0.451299641576861 0.651773603155717 0.999996701745193
"AT1G04240" 12.5326051332187 -0.0409066361179297 0.73031547144293 -0.056012281976045 0.955332022920835 0.999996701745193
"AT1G04250" 233.299868169944 -0.180834211305725 0.282584801586477 -0.639929006409731 0.522218755108617 0.999996701745193
"AT1G04260" 14.8053885750239 -0.0743651684064541 0.683302672626726 -0.108831958933488 0.91333577480285 0.999996701745193
"AT1G04270" 389.639236382705 0.0375716029622386 0.263074631794589 0.142817278526402 0.886434490678451 0.999996701745193
"AT1G04280" 78.1543338559308 0.397279567446631 0.358231866385909 1.10900119370915 0.267429667024778 0.999996701745193
"AT1G04300" 63.3302450143314 0.344371885151924 0.378524787076235 0.909773671129673 0.362941882508494 0.999996701745193
"AT1G04310" 18.1081798767951 -0.566144010649248 0.629437124087619 -0.899444899234192 0.368415732734217 0.999996701745193
"AT1G04320" 12.9064048930436 0.361062707300951 0.743055334778829 0.485916311210419 0.627026503117345 0.999996701745193
"AT1G04340" 13.041040173346 -0.257214244503199 0.774195905640909 -0.332234054234977 0.739712531215285 0.999996701745193
"AT1G04360" 17.5579289004233 0.164530751921653 0.624959734387868 0.26326616399184 0.792345437249823 0.999996701745193
"AT1G04390" 9.05787993351648 0.102820244768735 0.83889597587895 0.122566143747448 0.902450665626291 0.999996701745193
"AT1G04400" 83.2626442780753 -0.13055840071142 0.360820374859656 -0.361837661640372 0.717473346454675 0.999996701745193
"AT1G04410" 1142.10491884164 0.58035959269979 0.234905691610671 2.47060677295835 0.0134884045939904 0.34158699956333
"AT1G04430" 115.102029566518 -0.281011420076289 0.325190873869171 -0.864143008482285 0.387509335255144 0.999996701745193
"AT1G04440" 47.58495455531 -0.294806771689258 0.428563189337954 -0.687895691985764 0.491518469661367 0.999996701745193
"AT1G04480" 175.115179437396 0.344205913430574 0.305823714620161 1.12550432479732 0.260375385603961 0.999996701745193
"AT1G04510" 28.0148055256797 -0.00685188193549374 0.510555356423942 -0.0134204486335939 0.989292352660118 0.999996701745193
"AT1G04520" 11.708883562653 0.698640752188614 0.748907869111739 0.932879438184105 0.350882219874797 0.999996701745193
"AT1G04530" 41.9625008620368 -0.202052907335886 0.455535797472997 -0.443550009585938 0.657367955147306 0.999996701745193
"AT1G04550" 33.2416532356126 0.335216798359745 0.477961825742843 0.701346384386985 0.483086873161257 0.999996701745193
"AT1G04555" 10.2444848186137 0.946869210194488 0.847550004092366 1.11718388959066 0.26391570748005 0.999996701745193
"AT1G04590" 13.8591823671526 -0.138111869354652 0.713367861693782 -0.193605398800455 0.846484870549029 0.999996701745193
"AT1G04610" 7.73719257567175 -0.545674337833185 0.919508609882049 -0.593441248911396 0.552885890452863 0.999996701745193
"AT1G04630" 39.9388162327456 0.31977431551018 0.452553521146142 0.706599994405781 0.479815092424525 0.999996701745193
"AT1G04680" 37.783400809002 -0.933356741731848 0.478343350625775 -1.95122758685956 0.0510299787086058 0.76599513170792
"AT1G04690" 97.8041013939613 -0.372161366116571 0.341255956498626 -1.0905637221253 0.275464899892143 0.999996701745193
"AT1G04750" 160.598149797287 0.19685155631162 0.295456834183224 0.666261644804412 0.505243876877505 0.999996701745193
"AT1G04770" 60.0721385935812 1.3194226399914 0.418486967531931 3.15284045229134 0.00161690153542882 0.0688081431188043
"AT1G04780" 67.4752009880564 0.111829771403293 0.374065579111229 0.298957663169645 0.764972348933932 0.999996701745193
"AT1G04790" 12.4556366653129 -0.304694395665831 0.737165439133668 -0.413332448173254 0.679363059549255 0.999996701745193
"AT1G04810" 70.5171208707089 0.0132589512643123 0.456688790142882 0.0290327933386849 0.976838436309381 0.999996701745193
"AT1G04820" 399.381628690597 -0.181442969309892 0.266457161276941 -0.68094611696816 0.495905585819189 0.999996701745193
"AT1G04830" 16.5357798385413 -0.300050991612153 0.6412331636251 -0.467928062104378 0.639836034881241 0.999996701745193
"AT1G04850" 147.553047950122 0.270598798099329 0.303316145611945 0.892134500632638 0.37232084454152 0.999996701745193
"AT1G04860" 40.4362717162599 0.0909111441663892 0.450144061459225 0.201960109996084 0.839947909156798 0.999996701745193
"AT1G04870" 49.0826438489508 0.99429421946573 0.420274070158385 2.36582337590092 0.0179900246667241 0.40642124587942
"AT1G04900" 9.85977336625934 0.435977000271546 0.811492510569513 0.537253264316109 0.591092683369167 0.999996701745193
"AT1G04910" 19.26119851455 -0.641085848422007 0.608204480590801 -1.05406301479276 0.291854067798836 0.999996701745193
"AT1G04950" 10.1192746207143 0.416021103470129 0.818899152214819 0.508024831073455 0.61143592935773 0.999996701745193
"AT1G04960" 29.8162001325631 -0.0387176621550668 0.523503774514626 -0.0739587067752557 0.941043242452753 0.999996701745193
"AT1G04970" 15.6600241664812 0.0969740141831951 0.652911560165912 0.148525497325477 0.881928065153392 0.999996701745193
"AT1G04980" 21.4301006945155 0.797509765077949 0.589426565628154 1.35302650335761 0.176047163536789 0.999996701745193
"AT1G04985" 13.2478745175371 0.322705352020035 0.705044527335278 0.457709179361625 0.64716139230363 0.999996701745193
"AT1G05000" 20.159349933577 1.06123826143593 0.60055622099272 1.7670922793568 0.0772127753027682 0.920480744036236
"AT1G05010" 57.793830598795 -0.841473871108622 0.420775044425161 -1.99981886344566 0.0455198269148946 0.722561556988409
"AT1G05055" 12.8292011742582 0.386089977199417 0.720001806559671 0.536234733971351 0.591796330914581 0.999996701745193
"AT1G05060" 9.16441653191199 -0.668191398594857 0.871161495247327 -0.767012089308601 0.443074327756396 0.999996701745193
"AT1G05070" 7.9535539177879 -0.611167357626397 0.913311204818811 -0.66917755350176 0.503382223096564 0.999996701745193
"AT1G05090" 16.5159692040923 0.330412826290563 0.674718660390641 0.48970459198396 0.624342951982428 0.999996701745193
"AT1G05120" 30.8069623672132 -0.168829985969382 0.498961318415425 -0.338362874512082 0.735089747733924 0.999996701745193
"AT1G05135" 551.243340597044 0.236803720230495 0.261505241276206 0.905541009712992 0.36517884421422 0.999996701745193
"AT1G05150" 63.2616348179213 0.0156893668394818 0.381211142105911 0.0411566323922477 0.967171026694475 0.999996701745193
"AT1G05170" 15.2439744682739 -0.465449547461124 0.676730507211394 -0.687791583948394 0.491584036718553 0.999996701745193
"AT1G05180" 27.3437381118434 0.440322213945694 0.541664292354422 0.812906112071317 0.41627188995354 0.999996701745193
"AT1G05190" 10.6860531106226 0.110909021366583 0.810783876432082 0.136792337132612 0.891194940787196 0.999996701745193
"AT1G05200" 7.26527760026662 -0.257841439611647 0.983694421746427 -0.262115382492341 0.793232487763996 0.999996701745193
"AT1G05205" 15.6695997457853 0.124133321441461 0.655346730140813 0.189416252088095 0.849766587707828 0.999996701745193
"AT1G05240" 58.9669925562853 -0.0066121893676552 0.395686445152663 -0.0167106795005426 0.986667427341942 0.999996701745193
"AT1G05250" 214.105046978926 0.204047414917743 0.285335320001925 0.715114465732341 0.47453831604446 0.999996701745193
"AT1G05260" 142.949266470973 0.636963778987125 0.306097493497452 2.08091798370909 0.0374414137742138 0.644716660343718
"AT1G05270" 36.8732590210561 -0.368501658414582 0.489856048609064 -0.75226520007446 0.45189159107728 0.999996701745193
"AT1G05300" 11.5836369205055 -1.64651146058829 0.82114496786218 -2.005141022632 0.044947972979718 0.717294735468
"AT1G05320" 20.3315359722826 0.060394717835364 0.588807077209286 0.102571317793277 0.918303207827808 0.999996701745193
"AT1G05340" 7.25690955159428 -0.865003370986709 0.988565091272505 -0.875009019257655 0.381568998256132 0.999996701745193
"AT1G05350" 35.0232855177774 -0.473404972664494 0.472922653199504 -1.00101986965887 0.316817202344334 0.999996701745193
"AT1G05360" 6.91473186988089 -0.416749840439736 0.99928319562196 -0.417048782833127 0.676642726211195 0.999996701745193
"AT1G05380" 66.6400365600654 -0.219159155457138 0.392107507153549 -0.558926191054321 0.576212093857799 0.999996701745193
"AT1G05410" 16.7386179801874 -0.463212569209423 0.654530373171727 -0.707702175782591 0.479130225972709 0.999996701745193
"AT1G05430" 16.7129974708637 0.245447174518526 0.650983894062947 0.377040318135416 0.706143642673261 0.999996701745193
"AT1G05460" 14.1275244766202 0.206707879909851 0.692062397866433 0.298683876695386 0.765181260332085 0.999996701745193
"AT1G05500" 38.3025706493348 -0.078747179336764 0.500010335884287 -0.157491103053893 0.874857819131964 0.999996701745193
"AT1G05520" 47.3390298354681 -0.323494718565609 0.424419034436854 -0.762205962309967 0.445937088139825 0.999996701745193
"AT1G05570" 178.632062132631 -0.126927310475667 0.299905112770673 -0.423224897045101 0.672131183489868 0.999996701745193
"AT1G05590" 14.9441753075364 0.194316666983671 0.667314589428651 0.291191995592428 0.770904484049617 0.999996701745193
"AT1G05620" 22.3353225815433 -0.220993921800132 0.565988883596287 -0.39045629376312 0.696199168087061 0.999996701745193
